NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
227,126,33,91
231,128,66,89
235,135,74,83
238,136,78,87
238,137,83,81
238,137,87,86
237,138,92,77
246,138,87,77
254,151,83,67
255,140,84,78
257,162,88,69
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
132,96,68,91
129,101,72,90
127,106,75,85
128,110,75,82
127,118,78,77
132,117,75,73
133,120,75,71
132,123,79,68
135,124,76,73
134,124,79,76
136,133,77,69
136,138,77,66
135,139,80,58
138,143,81,54
139,133,82,64
143,149,82,49
143,150,81,53
147,147,80,51
146,152,83,49
150,158,81,49
151,155,81,46
152,158,82,44
153,163,83,38
155,164,83,40
157,166,85,46
159,169,86,37
NaN,NaN,NaN,-2
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,0
NaN,NaN,NaN,-1
136,106,34,79
136,111,37,79
139,112,37,80
141,115,38,78
143,116,37,76
149,114,37,79
160,113,32,80
168,112,31,82
168,111,31,82
168,110,33,82
168,110,35,80
166,107,33,81
158,110,41,80
153,113,47,78
138,110,59,82
146,113,43,80
136,113,49,80
149,113,35,79
148,113,36,78
149,110,31,82
145,109,31,82
149,109,25,79
149,109,29,79
149,110,26,69
143,111,34,69
148,111,25,73
146,108,23,69
141,114,27,71
141,109,23,74
143,105,22,76
144,101,21,78
145,101,23,79
144,104,24,76
144,104,26,76
149,104,29,76
150,105,33,78
131,109,56,77
136,114,55,76
135,118,57,77
131,121,63,78
141,124,51,70
144,128,50,73
148,128,44,73
151,130,41,74
156,130,39,70
161,131,33,65
161,135,31,62
155,134,34,62
160,137,33,65
158,138,30,61
155,138,30,63
153,136,30,71
153,134,28,54
155,130,25,55
156,119,27,59
156,120,25,55
155,115,26,54
155,107,27,56
156,104,29,55
159,103,31,52
160,100,32,53
161,98,32,55
162,101,33,53
163,101,31,55
164,102,30,56
164,104,28,58
163,108,27,60
162,112,25,63
158,115,25,66
153,119,28,68
152,119,26,74
145,127,30,75
139,131,34,74
137,133,35,76
138,134,33,76
138,136,33,76
140,136,33,76
144,135,30,78
147,133,26,78
149,130,25,80
150,128,26,82
146,126,34,81
146,123,36,80
147,121,31,77
145,116,40,79
148,114,33,79
150,115,37,77
151,112,35,77
152,111,34,73
155,109,31,73
156,107,31,74
158,101,27,77
160,104,26,76
157,103,29,78
160,104,27,77
158,106,29,77
153,105,34,78
152,107,35,76
151,109,35,74
148,109,33,76
147,107,29,74
145,104,29,75
145,104,27,75
117,103,53,77
139,101,30,79
137,100,31,80
123,98,45,79
137,90,32,82
136,91,34,76
136,91,35,74
138,88,34,76
140,88,33,76
139,87,34,75
145,86,30,74
147,85,31,75
154,85,28,75
160,87,28,76
164,88,27,78
164,96,28,76
166,100,28,79
163,104,33,79
164,111,33,75
164,114,33,73
165,114,32,73
165,114,31,72
166,114,29,73
161,115,32,75
163,115,31,79
165,116,28,78
163,118,29,78
158,122,30,77
154,124,31,78
152,126,32,76
150,125,33,80
149,128,32,77
148,130,33,77
149,131,31,71
147,127,53,81
147,133,33,71
150,132,26,69
152,129,24,74
152,129,25,75
155,128,24,77
153,129,27,76
153,130,28,74
152,131,29,71
153,131,29,71
154,129,27,71
154,126,27,71
153,126,26,70
153,124,27,70
153,120,26,68
155,117,24,70
153,114,28,71
153,110,30,71
155,104,42,78
157,105,39,75
158,100,42,78
158,106,34,66
160,98,48,78
160,100,35,73
161,95,52,76
164,100,54,68
163,100,52,69
165,99,53,70
166,102,24,68
166,102,25,71
165,102,27,73
164,102,29,72
164,103,31,71
166,103,30,71
166,102,30,71
166,101,29,73
166,100,28,73
168,99,25,74
167,98,24,71
165,99,26,71
161,96,29,74
157,96,31,75
154,98,32,72
151,98,33,72
148,94,35,75
145,93,47,75
142,101,35,67
140,100,35,65
140,97,33,66
140,96,29,67
133,96,33,67
138,96,27,68
137,94,25,70
135,94,27,70
131,95,58,71
109,95,51,71
107,96,52,68
108,96,50,70
108,97,49,64
110,96,47,67
110,95,45,68
113,93,41,72
114,96,41,72
117,101,40,72
118,108,44,71
127,113,36,71
125,110,41,81
137,118,36,77
146,119,34,78
148,127,35,70
150,123,32,73
151,122,32,76
150,122,30,70
150,117,29,73
149,115,28,69
152,110,25,71
152,106,25,71
150,102,27,71
149,100,27,72
147,99,29,69
149,99,26,67
149,97,28,67
151,97,27,67
146,94,31,69
136,96,29,68
131,92,25,74
124,87,31,78
117,83,37,77
105,80,48,78
110,72,46,79
132,60,44,72
154,54,46,73
178,48,48,73
199,47,64,72
223,43,66,76
212,42,63,78
209,44,59,79
229,45,53,74
242,41,55,83
245,43,49,83
242,48,47,82
229,52,53,83
233,59,43,81
235,74,45,83
240,80,42,81
238,86,42,82
229,99,44,80
215,112,43,80
202,121,41,83
193,125,41,82
185,123,45,83
178,122,51,82
169,120,54,82
160,117,56,82
160,112,59,82
163,108,60,83
164,102,61,82
170,99,60,81
177,99,59,80
184,100,55,80
185,101,53,76
188,100,53,80
187,107,52,78
177,108,53,83
171,112,56,80
175,114,53,83
168,117,52,74
